titulo,ano,abstract
Summit Discusses Public Health Implications of Fracking,2013,"In the wake of the North Carolina state legislature’s July 2012 vote to legalize new oil and gas exploration,1 the state is poised to join the ranks of others already tapping into shale gas deposits with the help of hydraulic fracturing (fracking). But public and environmental health concerns, particularly those related to air emissions2 and drinking water safety and security,3,4,5 have sparked controversy in states such as Pennsylvania, where fracking is already being used to extract natural gas. At the fifth annual summit of the Research Triangle Environmental Health Collaborative, based in Research Triangle Park, North Carolina, stakeholders worked in three breakout groups over two days to recommend best practices for policy makers, the fracking industry, and community members in this and other states.6 In summer 2012 the U.S. Geological Survey released an assessment of undiscovered oil and gas resources in North Carolina,7 which state geologist Kenneth Taylor says equals about five years’ current consumption for the state. Gas extraction in North Carolina’s Sanford sub-basin—the most promising area for drilling—has been projected to provide an average of 387 jobs per year over seven years.8 Meanwhile, research on the potential human health effects of fracking remains in its early days. The exposures workgroup cited needs for information on water availability, air quality standards (with guidelines for sampling and analysis), and potential ecosystem impacts, as well as for baseline health data about community members and gas workers. “North Carolina has the advantage of actually being able to do this since there is no prior history of oil and gas production,” says Scott Masten, a senior toxicologist in the National Toxicology Program Division of the National Institute of Environmental Health Sciences. A participant in the exposures workgroup, Masten also delivered a plenary speech on federal government activities related to fracking. Potential health impact issues discussed included the need for comprehensive, ongoing health and demographic data collection, risk modeling, and public awareness campaigns, as well as a stable funding mechanism for all these endeavors. Discussion also centered on establishing best management practices for drillers (well standards, site design standards, inspections, etc.) to help safeguard public health. Hope Taylor, executive director of the nonprofit Clean Water for North Carolina, says there are tens of thousands of private well users in each of the counties that could potentially be affected by gas extraction. “We simply do not know, even in deeper shale formations, all of the conditions that would be required to carry out such operations to prevent contamination,” she says. “In North Carolina’s very shallow and discontinuous shales, groundwater supplies would be at greater risk.” Recommendations from the social impacts workgroup included identification of legal and physical impacts on landowners and others living near drilling locations, economic impacts to affected communities, and impacts to state and local infrastructure that would accompany the increased traffic, equipment, and activities associated with drilling. Hope Taylor pointed out that contractors, investors, pipeline companies, and large landowners would receive most of the economic benefits of development, whereas communities would bear most of the externalized costs related to noise, air emissions, potential drinking well contamination, traffic, and community disruption—a disconnect she said must be considered in impact analyses. According to Emily McGraw, state maintenance operations engineer with the North Carolina Department of Transportation, who participated in a state panel discussion at the summit, the Department of Transportation in Pennsylvania has been helpful with the infrastructural analysis process, providing guidance on permitting and bonding issues for hauling on rural roadways. “The biggest impact will be the weight of the loads coming in . . . [leading to] increased traffic and possible structural deterioration,” she says. Bernard Goldstein, professor emeritus of the Department of Environmental and Occupational Health at the University of Pittsburgh, says planning initiatives such as this summit and the recent Institute of Medicine Roundtable on Shale Gas Extraction9 are beneficial for states that may pursue fracking, and that the industry is getting better at dealing with environmental issues. Goldstein, who did not attend the summit, coauthored a recent EHP commentary on the current lack of a prominent role for the environmental public health community on the advisory boards making recommendations concerning drilling for natural gas.10 He says, “Technology that’s getting better over time has helped drillers do a better job of dealing with what comes up from underground—chemicals, brine, arsenic, radioactivity.” Dennis Devlin, senior environmental health advisor for Exxon Mobil Corporation, agrees. “To ensure that the economic benefits of unconventional gas development continue, our industry is committed to continue properly managing the risks involved with energy production,” he says. “This means meeting the highest standards of well design and integrity. We have rigorous standards in place to monitor and maintain wells after drilling is complete.” Given all the considerations that came out of the summit, would hydraulic fracturing be a feasible enterprise in the state of North Carolina? Yes, says state geologist Taylor, but feasibility would depend on satisfactorily addressing a host of key issues: the implementation of guidelines for hydraulic fracturing, adequate standards for gas well construction, rules on the reuse of wastewater, and the management of drilling waste. Goldstein agrees, and advises policy makers and stakeholders in North Carolina to practice caution, saying it would be best not to advance without more safety and technological advancements to protect public health. Rob Jackson, Nicholas Chair of Global Environmental Change at Duke University’s Nicholas School of the Environment and coauthor of a recent white paper on research and policy recommendations for fracking,11 summed it up for participants: “The best lesson we can learn from Pennsylvania is ‘don’t hurry.’ We need to make sure that we have strong rules and regulations in place, the resources for enough inspectors to do their job, and a commitment to keeping track of everything, from wastewater disposal to the chemical composition of hydraulic fracturing fluids.”"
"The economic, social and environmental impact of shale gas exploitation in Romania: A cost-benefit analysis",2018,"Abstract Romania has recently begun the exploration of shale gas reserves and, it is expected that these unconventional resources to be exploited by hydraulic fracturing. The use of this technology is controversial in high-populated areas, where the economic, social and especially the environmental impact is practically unknown. However, for the public opinion, the shale gas exploitation is presented as an operation triggering no major risks. Therefore, several agreements were concluded between the Romanian authorities and the major players in the exploitation field. Against this background, our paper shows that the shale gas exploitation has no real benefits for the Romanian citizens. More precisely, we conduct an exhaustive cost-benefit analysis, considering the economic, social and environmental consequences of the shale gas exploitation, and we show that in the long run, the costs considerably overlap the benefits. The use of hydraulic fracturing procedure, which implies huge costs with the water consumption and wastewater treatment, influences the outcome of our investigation. These findings are sustained by the sensitivity analysis we have performed."
The Potential Social Impacts of Shale Gas Development in North Carolina,2012,A review and analysis of the potential social impacts of developing shale gas in North Carolina.
The Psychological Process of Residents’ Acceptance of Local Shale Gas Exploitation in China,2020,"Local communities and their opinion on shale gas exploitation (SGE) play an essential role in the implementation of energy policies, while little is known about the reasoning process underpinning the acceptance of SGE. The present study develops a conceptual framework to examine the psychological process of residents’ acceptance of local SGE, in which the impacts of trust, knowledge, and fairness are mediated by risk and benefit perceptions. Structural equation modeling has been applied to analyze the hypothesized relationships based on a dataset of 825 households in China’s largest shale gas field. Our results indicate that residents’ perceived fairness and trust positively affect their benefit perceptions and negatively affect their risk perceptions, which results in positive influences on acceptance, and knowledge of SGE’s environmental impacts positively affects perceived risks, which results in a negative influence on acceptance. Moreover, residents’ acceptance is primarily determined by their benefit perception, followed by perceived fairness, and knowledge is the least important determinant. Thus, our study contributes to the literature by exploring the structural relationships between various psychological predictors and the acceptance toward SGE, and the results from our empirical survey provide insight into designing appropriate strategies in the process of generating and communicating shale policies."
UK public beliefs about fracking and effects of knowledge on beliefs and support: A problem for shale gas policy,2018,"Abstract This paper discusses a survey of public opinions on hydraulic fracturing (‘fracking’) for shale gas, conducted with a representative sample of 1745 British adults. Unusually, it examines beliefs about positive and negative statements about fracking as well as support/opposition. A majority of respondents correctly answered an initial question testing basic knowledge of shale gas extraction. More respondents supported fracking in Britain (36%) than opposed it (32%) but only 22% supported fracking locally, while 45% were opposed. Respondents were more united in negative beliefs than positive beliefs about fracking. More knowledgeable participants held more polarised views and were significantly more likely than others to agree with negative statements and to oppose fracking in their local area. More respondents disagreed than agreed that it is possible to compensate for fracking risks by payments to local communities. Policy implications include: increasing public knowledge about fracking will not necessarily lead to more positive beliefs and support regarding shale gas developments; promoting alleged economic benefits of shale gas is not enough to ensure support; engaging in genuinely inclusive participatory decision-making may be more likely to increase support than offering payments to communities; alternatively, developing more renewable energy capacity promises to be more popular than fracking."
"UK public perceptions of shale gas hydraulic fracturing: The role of audience, message and contextual factors on risk perceptions and policy support",2015,"There is growing recognition of the need to understand public attitudes to energy sources, such as shale gas, and to feed these into decision-making. This study represents the first detailed UK experimental survey of public perceptions of shale gas fracking, including analysis of the effects of different messages and the relative influence of different audience, message and contextual factors on support and risk perceptions in respect of shale gas fracking. Using an online survey (N = 1457) of the UK public, we find considerable ambivalence about shale gas, but also greater awareness of potential risks than benefits. Prior knowledge is associated with more favourable attitudes, although demographics, political affiliation and environmental values are strongest influences on perceptions. When provided with environmental or economic information about shale gas, participants became more positive – irrespective of their prior values or whether information is framed in terms of losses or gains. As expected, prior attitudes predict how information is received, with more attitude change amongst the most ambivalent respondents. We conclude that additional information about shale gas is more likely to be effective changing attitudes if focussed on this ’undecided’ group. Studies of this type are important for policy makers and industry alike."
Understanding public perception of hydraulic fracturing: a case study in Spain.,2017,"Abstract Public acceptance is crucial for the implementation of energy technologies. Hydraulic fracturing is a technology widely used in the USA for natural gas production from shale formations, but currently finds strong public opposition worldwide, especially in Europe. Shale gas exploitation and exploration have the potential to significantly reduce import dependency in several countries, including Spain. To better understand public opinion on this issue, this article reports a survey targeting both the entire Spanish population and the inhabitants of the province of Burgos, the location where shale gas exploration permits have already been issued. Results demonstrate that half of the Spanish population opposes shale gas, and this opposition increases in autonomous communities that are closer to possible exploration sites. The results also show that socio-demographic aspects are not strong predictors of opposition. In addition, Burgos' population show different behaviours toward shale gas that demonstrates that proximity and prospect of shale gas development affects opinion. Finally, there is still a great level of unfamiliarity with high volume hydraulic fracturing and shale gas in both populations sampled."
"Using Concepts from the Study of Social Movements to Understand Community Response to Liquefied Natural Gas Development in Clatsop County, Oregon",2019,"Shifts in natural gas supply and demand since the early 2000s have triggered proposals for import and export terminals in coastal locations around the United States. Demand for such facilities is likely to grow with increasing rates of natural gas exports. Clatsop County, Oregon, is one such location that experienced over 10 years of debate surrounding the development of these facilities. The first liquefied natural gas (LNG) facility was proposed in this area in 2004; the final was withdrawn in 2016. While residents expressed both support and opposition early on, opposition dominated by the end. Drawing on insights from the literature on social movements, we conduct a case study of community response to LNG proposals in Clatsop County. We show how opponents were able to successfully frame the potential risks of LNG in a manner that had strong community salience, allowing them to appropriate resources and create political opportunities to advance their cause and influence local and state decisions. Engaging with this case provides an opportunity to observe the behavior and decisions of both opponents and supporters over time, and how they affected project outcomes. LNG proposals in Oregon have been among the most controversial cases of LNG development in the United States. As shale gas development continues to grow, understanding the conflicts involved with its associated infrastructure is critical to creating a more just and equitable energy system."
Using ethnography to monitor the community health implications of onshore unconventional oil and gas developments: examples from Pennsylvania's Marcellus Shale.,2013,"The ethnographer's toolbox has within it a variety of methods for describing and analyzing the everyday lives of human beings that can be useful to public health practitioners and policymakers. These methods can be employed to uncover information on some of the harder-to-monitor psychological, sociocultural, and environmental factors that may lead to chronic stress in individuals and communities. In addition, because most ethnographic research studies involve deep and long-term engagement with local communities, the information collected by ethnographic researchers can be useful in tracking long- and short-term changes in overall well-being and health. Set within an environmental justice framework, this article uses examples from ongoing ethnographic fieldwork in the Marcellus Shale gas fields of Pennsylvania to describe and justify using an ethnographic approach to monitor the psychological and sociocultural determinants of community health as they relate to unconventional oil and gas development projects in the United States."
Using role play to explore energy perceptions in the United States and United Kingdom,2018,"Abstract We present the methodology and results of a role-play game that explored energy preferences and decision making criteria for a hypothetical town. Six day-long, mixed-methods workshops focussing on public perceptions of shale gas and oil development were held with highly diverse groups in four urban locations (Los Angeles and Santa Barbara, US; London and Cardiff, UK) and two rural locations (Hirwaun and Winford, UK), N = 83. As part of the workshops, small groups of participants assumed the role of town council members and were asked to debate and rank six energy infrastructure proposals (wind, solar, nuclear, shale gas, shale oil, and coal) in order of preference; a task that stimulated energetic, in-depth discussions around preferences, decision-making criteria, conditions and trade-offs. We reflect on how role-play methodology can be used to elicit insights into the nature of complex decision-making, as well as affording participants clarity and efficacy about decisions, and providing a novel platform by which to engage with energy conundrums. We also elucidate the challenges posed by inevitable disparities between role play and reality, and those associated with materials, framings, and group dynamics. Finally, we make recommendations for extending and refining the methodology, including participant-led framing and cautious consensus building."
Variation in beliefs about 'fracking' between the UK and US,2017,"In decision-making on the politically-contentious issue of unconventional gas development, the UK Government and European Commission are attempting to learn from the US experience. Although economic, environmental, and health impacts and regulatory contexts have been compared cross-nationally, public perceptions and their antecedents have not. We conducted similar online panel surveys of national samples of UK and US residents simultaneously in September 2014 to compare public perceptions and beliefs affecting such perceptions. The US sample was more likely to associate positive impacts with development (i.e., production of clean energy, cheap energy, and advancing national energy security). The UK sample was more likely to associate negative impacts (i.e., water contamination, higher carbon emissions, and earthquakes). Multivariate analyses reveal divergence cross-nationally in the relationship between beliefs about impacts and support/opposition – especially for beliefs about energy security. People who associated shale gas development with increased energy security in the UK were over three times more likely to support development than people in the US with this same belief. We conclude with implications for policy and communication, discussing communication approaches that could be successful cross-nationally and policy foci to which the UK might need to afford more attention in its continually evolving regulatory environment."
"Whose Backyard and What’s at Issue? Spatial and Ideological Dynamics of Local Opposition to Fracking in New York State, 2010 to 2013:",2016,"What drives local decisions to prohibit industrial land uses? This study examines the passage of municipal ordinances prohibiting gas development using hydraulic fracturing (“fracking”) in New York State. I argue that local action against fracking depended on multiple conceptions of the shale gas industry. Matching these alternative conceptions with prevailing spatial models of public response to industrial land uses—“not in my backyard,” “not in anyone’s backyard,” and “please in my backyard”—improves our understanding of where local contention might emerge and how it contributes to policy change. Results from event history and logistic regression analyses show, first, that communities lying above favorable areas of the shale did not pass anti-fracking laws because opposition to fracking was counteracted by significant local support for development. Fracking bans passed primarily in a geographic sweet spot on the periphery of targeted regions, where little or no compelling economic interest in developmen..."
Exploring support for shale gas extraction in the United Kingdom,2016,"The development of shale gas in the United Kingdom (UK) using hydraulic fracturing, more commonly known as ‘fracking’, remains in its infancy. Yet understanding public attitudes for this fledgling industry is important for future policy considerations, decision-making and for industry stakeholders. This study uses data collected from the University of Nottingham UK nationwide online survey (n=3,823) conducted in September 2014, to consider ten hypothesises about the UK public’s attitudes towards shale gas. From the survey data we can see that 43.11% of respondents support shale gas extraction in the UK. Furthermore, our results show that women, class DE respondents, non-Conservative party supporters, and respondents who positively associate shale gas with water contamination or earthquakes are less likely to support the extraction of shale gas in the UK. We also discuss potential policy implications for the UK government arising from these findings."
Game-changing gas : deal activity,2011,"The early stages of the global shale gas revolution have deeply divided opinion. Environmentalists one side are fervently opposed to the fossil fuel, in particular the ""fracking"" mining process. They are opposed by the fulsome positivity shown by the energy industry and governments which see a ""game-changing"" opportunity to diversify energy streams while creating jobs. A third and less vocal element embraces those delivering the more balanced pleas of (pre)caution before damnation from scientists. Whichever way one looks at it, the situation is currently as clear as mud."
"Gaz z łupków w oczach mieszkańców, samorządów, koncesjonariuszy i instytucji województwa pomorskiego",2013,"Shale gas in the eyes of the residents, self-governments, license holders and institutions of the Pomorskie Voivodeship. A b s t r a c t. The article presents the results of research conducted among representatives of self-governments and partners of the Self-government of the Pomorskie Voivodeship at the background of the opinion of residents of the Pomerania region and the rest of the country. The research has been performed on the initiative of the Marshal of the Pomorskie Voivodeship at the turn of 2012 and 2013. The results point to a significant support for shale gas exploration in the Pomorskie Voivodeship and considerable expectations as it comes to benefits for gminas/poviats/residents related thereto. It is also clear that close cooperation between all stakeholders, dialogue and education are necessary elements in the process."
"One Step Forward, One Step Back: Shale Gas in Denmark and Sweden",2014,"Denmark and Sweden take two-fold positions on the question whether shale gas should be developed. At first sight, it appears the governments are supportive by licencing exploration to domestic and foreign companies. However, Denmark has suspended issuance of new licenses as doubts of extraction activities have risen. Sweden was forced to give landowners and municipalities a say in decision-making, and there is a larger context of mining minerals policy controversy. Even though both countries only have exploration activities at the moment, and the economic promise is yet unclear, public awareness and attention are increasing and cause difficulties for governments and industry to proceed without open discussions and debates. Scandinavia’s green image is at stake as the new fossil fuel opportunities are in conflict with the ambitious goals for renewable energy development. Both countries now have to prioritise energy self-sufficiency and industrial economics versus ecological consciousness. Keywords: Denmark, energy, energy policy, fracking, hydraulic fracturing, mining, protest, public acceptance, regulatory politics, Scandinavia, shale gas, Sweden, unconventional gas"
Shale Gas in Europe: pragmatic perspectives and actions,2012,"Natural gas will continue to play a key role in the EU’s energy mix in the coming years, with unconventional gas’ role increasing in importance as new resources are exploited worldwide. As far as Europe’s own shale gas resources are concerned, it is especially the public’s perception and level of acceptance that will make or break shale gas in the near-term. Both the pros and cons need to be discussed based on factual argument rather than speculation. Research organizations such as ours (GFZ German Research Centre for Geosciences) have an active and defining role to play in remedying this deficiency. As far as science and technology developments are concerned, the project “Gas Shales in Europe” (GASH) and the shale gas activities of “GeoEnergie” (GeoEn) are the first major initiatives in Europe focused on shale gas. Basic and applied geoscientific research is conducted to understand the fundamental nature and interdependencies of the processes leading to shale gas formation. When it comes to knowledge transfer, the perceived and real risks associated with shale gas exploitation need immediate evaluation in Europe using scientific analysis. To proactively target these issues, the GFZ and partners are launching the European sustainable Operating Practices (E-SOP) Initiative for Unconventional Resources. The web-based Shale Gas Information Platform (SHIP) brings these issues into the public domain."
"Shale Gas in New Brunswick: Promise, Threat, or Opportunity?",2012,"A petroleum industry has existed in New Brunswick for over 150 years but recent exploration for shale gas has unleashed an unprecedented wave of protest and opposition. This opposition is an international phenomenon that has followed the relatively new shale gas extraction industry from its origins in Texas, across North America and Europe. On the one hand, the extraction of natural gas from shale has increased reserves to the point where North America could become selfsufficient; on the other hand, opponents point to completely new hazards associated with this form of gas production. New Brunswick has the opportunity to devise a regulatory (and enforcement) regime that could minimize risk and maximize the benefits of a shale gas extraction industry. Public engagement in establishing this regime is essential, but the details, as this essay will illustrate, must be based on a rational and factual assessment of risk."
